employee_id,age,gender,department,job_level,years_experience,work_mode,weekly_work_hours,meetings_per_week,tasks_completed_per_week,collaboration_score,training_hours_per_year,salary_usd,last_promotion_months_ago,manager_rating,self_rating,sick_days_per_year,overtime_frequency,work_life_balance_score,stress_level,sleep_hours_avg,exercise_days_per_week,num_direct_reports,project_success_rate,remote_tools_proficiency,burnout_risk,productivity_score
EMP0954,47,Male,HR,Mid,12,Hybrid,61,22,27,2.7,75.0,37093,56,2.6,3.5,21,Rarely,3.63,10,9.7,5.0,6,0.99,3,1,86.47
EMP0955,57,Male,Operations,Junior,6,Remote,33,10,32,3.42,56.0,131319,44,1.7,3.9,22,Often,5.12,6,6.8,1.0,0,0.76,10,0,100.0
EMP0956,44,Female,Finance,Senior,14,Remote,54,14,34,5.81,31.0,57940,1,1.8,3.6,25,Rarely,4.71,5,4.8,3.0,6,0.7,2,0,100.0
EMP0957,22,Female,Operations,Senior,6,Hybrid,46,12,22,8.49,66.0,163714,67,3.8,3.1,13,Sometimes,3.12,9,5.5,1.0,5,0.63,3,1,92.22
EMP0958,36,Male,Marketing,Junior,33,Hybrid,51,17,37,4.62,56.0,126544,49,4.7,3.7,11,Always,8.49,9,7.0,1.0,4,0.94,1,1,100.0
EMP0959,42,Male,HR,Senior,21,Hybrid,44,17,30,7.45,,119437,28,2.6,2.8,17,Never,6.6,1,5.6,0.0,0,0.55,1,0,100.0
EMP0960,30,Male,Finance,Mid,23,On-site,38,3,21,8.89,15.0,127969,9,1.7,2.0,3,Always,1.34,3,5.8,2.0,7,0.57,2,1,100.0
EMP0961,30,Female,Engineering,Senior,0,Hybrid,51,11,11,2.95,61.0,142001,26,2.1,1.0,26,Always,8.38,1,7.7,,9,0.47,3,0,53.02
EMP0962,31,Female,HR,Lead,9,On-site,50,13,12,8.26,83.0,122725,14,2.8,3.2,13,Sometimes,1.95,6,7.6,0.0,0,0.86,9,0,76.7
EMP0963,47,Female,Engineering,Junior,15,Remote,52,9,35,7.82,95.0,150784,59,2.2,3.4,18,Sometimes,4.63,3,5.8,1.0,0,0.76,8,1,100.0
EMP0964,56,Male,Operations,Junior,7,Hybrid,44,12,16,4.21,55.0,145675,30,1.9,4.9,28,Sometimes,6.14,1,,0.0,2,0.77,9,0,76.04
EMP0965,46,Non-binary,Data Science,Senior,24,On-site,40,11,35,9.91,22.0,129266,20,3.9,2.4,12,Often,1.07,6,5.6,5.0,7,0.53,7,1,100.0
EMP0966,47,Female,HR,Senior,11,Hybrid,32,14,23,3.36,16.0,44236,59,1.0,2.6,24,Rarely,6.88,5,8.5,,7,0.79,7,0,84.88
EMP0967,32,Male,Operations,Senior,24,Hybrid,51,18,14,3.29,79.0,107597,57,,1.8,29,Never,6.94,8,7.1,1.0,6,0.86,5,1,68.12
EMP0968,59,Male,Engineering,Lead,16,Remote,48,8,16,7.95,37.0,169974,40,4.2,1.3,22,Sometimes,6.87,2,6.8,2.0,4,0.61,7,0,79.53
EMP0969,23,Male,Marketing,Lead,25,Remote,37,4,24,4.91,71.0,134656,45,2.1,4.1,17,Never,2.47,8,6.0,5.0,7,0.88,4,1,81.54
EMP0970,28,Male,Marketing,Manager,13,Hybrid,40,21,11,3.98,82.0,69364,44,3.4,2.0,10,Never,3.3,5,5.8,4.0,1,0.61,5,0,55.03
EMP0971,39,Female,Data Science,Mid,22,Remote,41,14,18,2.61,29.0,142071,25,3.7,3.4,27,Never,3.23,8,4.0,0.0,7,0.85,1,1,67.05
EMP0972,48,Male,HR,Mid,5,On-site,33,20,15,7.89,57.0,129410,50,3.6,3.8,5,Sometimes,9.64,10,,1.0,11,0.42,4,0,65.29
EMP0973,55,Female,HR,Mid,4,Remote,38,8,11,8.08,97.0,178092,35,2.8,2.9,8,Sometimes,1.61,4,6.5,3.0,10,0.73,3,0,69.28
EMP0974,48,Male,HR,Junior,24,On-site,35,10,33,6.1,77.0,93473,51,2.4,4.5,11,Rarely,4.86,4,4.3,2.0,1,0.98,2,0,100.0
EMP0975,38,Male,Operations,Senior,17,On-site,41,20,14,9.62,,79153,50,4.3,2.8,18,Sometimes,8.84,10,7.5,6.0,9,0.99,2,1,78.4
EMP0976,45,Male,Data Science,Mid,12,Remote,39,14,33,3.86,16.0,73502,2,4.0,2.1,13,Sometimes,7.93,4,6.3,,4,0.57,8,0,100.0
EMP0977,46,Male,HR,Manager,13,Remote,31,23,13,2.98,14.0,50675,13,2.3,4.6,14,Never,8.4,6,8.0,0.0,10,0.66,1,0,61.95
EMP0978,28,Female,Operations,Senior,27,On-site,61,9,14,7.1,47.0,153384,48,1.4,4.4,10,Rarely,9.75,4,5.7,2.0,3,0.44,8,1,63.44
EMP0979,27,Female,Marketing,Senior,17,On-site,55,23,23,7.83,,113229,0,1.3,1.7,5,Always,4.49,9,8.0,5.0,0,0.92,9,1,94.05
EMP0980,45,Female,Engineering,Mid,27,Hybrid,38,19,35,3.02,76.0,124049,56,1.4,1.1,13,Sometimes,3.79,9,6.0,2.0,4,0.74,6,1,100.0
EMP0981,54,Female,Operations,Junior,26,Remote,47,24,21,1.69,84.0,124157,16,3.3,1.4,2,Sometimes,1.28,3,6.4,,6,0.63,1,0,79.44
EMP0982,50,Male,Marketing,Junior,31,Hybrid,48,3,13,8.29,39.0,140711,49,1.2,2.1,18,Always,2.35,7,6.8,6.0,0,0.47,10,1,60.49
EMP0983,43,Male,Marketing,Mid,8,Hybrid,54,19,37,9.79,96.0,145090,13,2.3,4.9,19,Never,6.06,5,6.5,5.0,1,0.97,7,0,100.0
EMP0984,47,Male,Engineering,Junior,31,Remote,38,19,38,6.8,56.0,128321,58,4.0,3.2,24,Rarely,2.42,9,6.9,2.0,11,0.72,5,1,100.0
EMP0985,49,Female,Marketing,Senior,19,Hybrid,53,12,28,3.5,,61465,2,,2.5,10,Never,7.63,2,4.2,6.0,8,0.57,9,0,100.0
EMP0986,42,Male,Data Science,Lead,27,Remote,40,2,13,9.97,90.0,67286,39,4.1,4.6,28,Often,1.34,3,6.3,4.0,11,0.61,7,1,83.63
EMP0987,28,Male,Engineering,Lead,32,Remote,34,15,11,9.04,98.0,89795,65,4.0,2.8,23,Sometimes,3.34,10,6.4,4.0,4,0.56,5,1,70.17
EMP0988,38,Female,Marketing,Senior,3,Remote,50,17,20,5.62,15.0,143139,33,2.0,2.3,16,Often,7.26,5,4.1,4.0,6,0.76,2,1,77.02
EMP0989,41,Male,Finance,Junior,33,Remote,55,12,23,8.43,27.0,138845,8,3.9,4.8,28,Sometimes,3.3,5,7.3,0.0,1,0.96,4,0,100.0
EMP0990,41,Male,Operations,Lead,2,Remote,65,2,10,8.34,97.0,84986,20,4.0,4.4,27,Often,7.56,10,5.4,5.0,6,0.91,2,1,70.26
EMP0991,43,Male,Marketing,Lead,25,Hybrid,35,8,15,9.41,0.0,110396,24,2.6,4.4,26,Always,9.96,7,7.6,2.0,6,0.68,9,0,72.91
EMP0992,49,Female,Data Science,Junior,7,Remote,50,17,16,8.57,40.0,90178,43,1.8,3.0,16,Sometimes,8.17,8,6.6,2.0,6,0.9,2,1,87.64
EMP0993,28,Female,HR,Senior,5,Remote,41,15,17,6.79,47.0,45745,24,3.1,4.2,22,Sometimes,4.08,8,,6.0,4,0.65,2,0,79.06
EMP0994,22,Female,Marketing,Mid,15,Remote,51,16,16,6.48,30.0,114637,8,4.7,1.7,2,Often,9.11,1,7.7,6.0,8,0.55,2,0,82.31
EMP0995,53,Male,HR,Lead,23,On-site,33,15,25,5.21,35.0,171100,61,3.6,3.3,13,Rarely,1.46,1,8.5,5.0,1,0.99,1,0,100.0
EMP0996,34,Non-binary,Finance,Manager,29,Hybrid,34,22,14,6.64,32.0,83566,25,1.7,4.9,26,Often,7.53,3,6.5,4.0,3,0.58,9,0,60.62
EMP0997,51,Female,Marketing,Junior,12,Hybrid,38,12,24,8.16,32.0,78722,56,3.7,2.2,6,Sometimes,1.21,1,8.1,,1,0.59,8,0,100.0
EMP0998,44,Male,Engineering,Lead,4,Hybrid,45,17,32,9.72,81.0,121623,36,2.7,4.2,24,Sometimes,2.57,1,6.3,2.0,7,0.99,2,0,100.0
EMP0999,40,Female,HR,Senior,24,On-site,39,20,28,5.21,22.0,146074,15,3.4,3.0,18,Rarely,9.89,10,7.7,4.0,11,0.48,2,0,87.83
EMP1000,53,Male,Finance,Manager,19,Remote,50,18,9,6.16,59.0,109974,36,,1.2,2,Never,4.25,8,6.1,3.0,10,0.86,5,0,62.12
